"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"918","16-10-19 20:02",-15,71,-42,89,1,1,1,"I feel like there is a lot of hearsay about GE foods but their isn't much or any evidence that warrants discriminating against GE foods.","Is it possible","is it likely","is there evidence","","","",NA,NA,1,1,1,1,1,1,1,7,1,7,1,7,2,1,7,7,7,"Strong Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"College / A levels","Control",-27,18,-65.7965179542982,3,NA,1,-1.71287736386361,-1.84647522379509,-3.55935258765871,36.177,236.563,"Yes","Yes","Yes",1,NA,"Is it possible is it likely is there evidence","n",0
"919","16-10-19 20:20",63,38,13,70,5,5,5,"Yeah, I just feel that anytime we we mess with the genetics of something, especially something we consume, the risk for harm to health in the process....let's just say it makes me a bit uneasy.","Listen to and Read and comprehend the information","Research the information included and consider the source of the information","Make a  informed decision about the believability of the information presented","","","",NA,NA,4,5,3,3,5,3,4,7,2,7,3,7,2,1,5,3,5,"Democrat","Liberal","United States of America","Yes",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-50,32,12.2034820457018,2.5,NA,3.85714285714286,-1.14191824257574,-0.923237611897546,-2.06515585447329,17.329,91.186,"No","No","No",2,NA,"Listen to and Read and comprehend the information Research the information included and consider the source of the information Make a  informed decision about the believability of the information presented","n",1
"920","16-10-19 20:40",40,35,-21,14,5,4,4,"Because it seems like it can help us like how they got the fungus out of the bananas.","Look at other sources","See if the facts add up","","","","",NA,NA,1,4,3,4,4,4,3,7,2,7,1,6,2,6,5,4,5,"Independent","Moderate","United States of America","Yes",4,NA,NA,NA,"College / A levels","Control",-61,-21,-10.7965179542982,1.83333333333333,NA,3.28571428571429,0,0,0,13.16,49.974,"Yes","No","Yes",2,NA,"Look at other sources See if the facts add up ","n",1
"921","16-10-19 20:55",20,50,-25,76,5,3,5,"I feel as if I still need to do my own research before I am completely convinced, but the way the article was presented has me questioning what I previously thought.","internet search","studies/stats","academic journals","","","",NA,NA,3,5,3,3,5,2,4,6,1,7,1,6,2,1,6,3,4,"Strong Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-45,26,-30.7965179542982,2.66666666666667,NA,3.57142857142857,-1.71287736386361,-1.84647522379509,-3.55935258765871,9.125,44.893,"No","No","Yes",3,NA,"internet search studies/stats academic journals","n",0
"922","16-10-19 21:28",80,60,80,76,7,6,6,"Nature has for millions of years introduced disease and bacteria into the plant and animal realms. It has always been my opinion that since man has developed the means to fight illnesses, we have weakened our immune systems and are now finding more and more drug resistant bacteria and viruses.   Less than 100 years ago it was common for people to bathe once every 2 weeks and people had fewer illnesses. Today we have introduced so many things into our environment that a little chemical added to make the color a bit brighter can cause illness, just ask my daughter who can have nothing with dyes.  Let nature take its course and our immune systems will strengthen.","Determine the source of the study.","Read the study for my self.","Determine if any industry has given any funding to the study and if there might be a conflict of interest.","","","",NA,NA,4,4,4,4,6,4,4,7,1,6,1,6,2,1,3,5,6,"Independent Lean Republican","Moderate","United States of America","No",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",0,16,29.2034820457018,2.66666666666667,NA,4.28571428571429,0.570959121287871,0,0.570959121287871,12.73,101.734,"No","Yes","Yes",2,NA,"Determine the source of the study. Read the study for my self. Determine if any industry has given any funding to the study and if there might be a conflict of interest.","n",1
"923","16-10-19 21:40",27,50,27,50,4,3,4,"To me, it depends on the food and where it was from.","Look closely ","","","Fruit can help prevent the common cold","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",4,4,3,4,4,3,4,4,3,4,4,4,5,4,2,3,4,2,2,"Independent","Moderate","United States of America","No",4,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",0,0,-23.7965179542982,0,4,3.57142857142857,0,0,0,12.003,18.764,"No","Yes","No",1,1,"Look closely   ","n",0
"924","16-10-19 21:51",43,71,45,72,3,2,1,"Its worse for you because its not natural whole foods. Things like carrots, free-range chicken, and organic fruits are best for you because nothing in them have been modified. Scientists try to modify the genetic composition of foods to get a better profit from selling them because they make it so that they are preserved for longer periods of time and in the case of most fruits, they are genetically modified to grow bigger.","Check for grammatical errors","Use common sense","Use my knowledge and experiences","","","",NA,NA,5,6,3,4,7,5,3,6,1,7,3,6,2,5,2,5,1,"Strong Republican","Very conservative","United States of America","Yes",7,NA,NA,NA,"College / A levels","Consensus",2,1,-7.79651795429815,1.66666666666667,NA,4.71428571428571,1.71287736386361,1.84647522379509,3.55935258765871,35.589,11.257,"No","No","Yes",3,NA,"Check for grammatical errors Use common sense Use my knowledge and experiences","n",0
"925","16-10-19 21:59",20,49,0,50,2,2,4,"I don't know enough about GE foods to make an informed decision. Just the term ""genetic engineering"" sounds suspect & unnatural, but I believe it's also possible that genetically engineering food can actually be beneficial, depending on how it is done. In the example, the new bananas which were treated were actually impervious to a disease that had wiped out earlier strains of bananas.","I Google it & read the articles that appear to be the most reputable, like research sites.","If it's something I see on Facebook, I use Snopes or other similar sites.","","","","",NA,NA,3,3,4,4,4,4,3,5,6,3,6,5,2,6,4,2,3,"Strong Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Secondary school / GCSE","Control",-20,1,-30.7965179542982,-0.833333333333333,NA,3.57142857142857,-1.71287736386361,-1.84647522379509,-3.55935258765871,10.74,72.031,"Yes","Yes","Yes",1,NA,"I Google it & read the articles that appear to be the most reputable, like research sites. If it's something I see on Facebook, I use Snopes or other similar sites. ","n",0
"926","16-10-19 22:41",-53,5,-24,16,4,4,5,"A ton of food we already consume is GE","author's authority","insitution","title","","Introduction - Conducting research - Selecting the results - Making a consensus","I don’t know",3,3,3,5,3,4,5,3,3,7,2,7,2,6,2,3,6,6,3,"Strong Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Secondary school / GCSE","BoostPlus",29,11,-103.796517954298,2.16666666666667,3,3.71428571428571,-1.71287736386361,-1.84647522379509,-3.55935258765871,7.349,3.683,"No","Yes","Yes",2,0,"author's authority insitution title","n",1
"927","17-10-19 05:05",92,77,90,92,6,3,3,"It doesn't have the nutrition the food that natural has. It does nothing for the body and does not nourish you.","research ","compare","evaluate","","","",NA,NA,4,4,5,4,4,4,4,6,4,6,4,6,2,4,3,6,6,"Republican","Conservative","United States of America","No",6,NA,NA,NA,"Secondary school / GCSE","Consensus",-2,15,41.2034820457018,1,NA,4.14285714285714,1.14191824257574,0.923237611897546,2.06515585447329,9.884,35.619,"No","No","No",2,NA,"research  compare evaluate","n",0
"928","17-10-19 07:21",40,30,40,50,4,4,5,"It seems like it would be, and that's just a personal estimate. I haven't taken any steps to verify the accuracy of the statement outside of the survey. Maybe I will after this is done?","Source. I look for a verifiable source and follow it to check its authenticity.","I look for credible supporters. IE) Doctors, experts, qualified professionals, etc.","I seek out corroborating reports from other sources to ensure it's not reported by a single team/group/individual.","","","",NA,NA,4,3,4,4,4,4,3,6,1,5,4,5,2,3,6,3,4,"Independent","Moderate","United States of America","No",5,NA,NA,NA,"College / A levels","Control",0,20,-10.7965179542982,1.33333333333333,NA,3.71428571428571,0,0,0,9.888,20.807,"No","No","No",2,NA,"Source. I look for a verifiable source and follow it to check its authenticity. I look for credible supporters. IE) Doctors, experts, qualified professionals, etc. I seek out corroborating reports from other sources to ensure it's not reported by a single team/group/individual.","n",2
"929","17-10-19 07:27",30,50,30,50,5,4,2,"I believe it is slightly worse but not by any significant margin. I also don't think it should ever be banned as GE food has its benefits. As long as its labeled as such that is all that needs to be done.","I research the individual or company making the claim","I research the nature of the claim to see who else agrees","I investigate connections between the researchers performing the study and the company touting the claim if applicable.","","","",NA,NA,1,1,1,1,3,1,2,5,3,7,2,6,2,1,5,4,3,"Democrat","Moderate","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",0,0,-20.7965179542982,2,NA,1.42857142857143,-1.14191824257574,0,-1.14191824257574,17.205,77.878,"No","No","No",2,NA,"I research the individual or company making the claim I research the nature of the claim to see who else agrees I investigate connections between the researchers performing the study and the company touting the claim if applicable.","y",1
"930","17-10-19 08:10",0,50,15,46,3,2,3,"if it isn't natural it has to be unhealthy ","start with a question ","evaluate expertise","evaluate consensus","","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,2,3,5,4,4,4,4,3,5,3,6,3,2,2,5,3,2,3,"Independent","Moderate","United States of America","No",7,NA,NA,NA,"Secondary school / GCSE","BoostPlus",15,-4,-50.7965179542982,0.333333333333333,3.5,3.85714285714286,0,0,0,73.075,108.789,"No","Yes","Yes",2,2,"start with a question  evaluate expertise evaluate consensus","y",2
"931","17-10-19 08:37",20,80,20,92,6,4,6,"I'm going to assume GE food is worse rather than assume it's the same as non-GE food. I will only believe it's completely safe until there's much more research on the effects of consuming GE foods. I wouldn't necessarily be surprised if it turns out that the GE foods have no side effects.","Logic","Web search","How reputable the source is","","","",NA,NA,6,2,3,4,4,4,1,6,4,7,2,5,2,1,2,2,6,"Strong Democrat","Liberal","United States of America","No",5,NA,NA,NA,"College / A levels","Consensus",0,12,-30.7965179542982,1.83333333333333,NA,3.42857142857143,-1.71287736386361,-0.923237611897546,-2.63611497576116,64.793,306.949,"No","Yes","No",1,NA,"Logic Web search How reputable the source is","n",1
"932","17-10-19 09:08",61,50,-73,92,5,2,4,"according to most scientists it's GE foods are okay for you","look at source","consensus","","Vitamin supplements are good for your heart","","The evidence is continuously discussed by scientists with the relevant expertise.",5,5,3,4,4,4,3,3,3,6,2,5,3,5,2,3,5,5,6,"Democrat","Liberal","United States of America","No",7,NA,NA,NA,"College / A levels","BoostPlus",-134,42,10.2034820457018,1.33333333333333,5,3.42857142857143,-1.14191824257574,-0.923237611897546,-2.06515585447329,224.063,139.675,"Yes","Yes","No",0,2,"look at source consensus ","y",2
"933","17-10-19 09:25",100,11,100,15,7,7,7,"Food should be natural and not modified, that is how it was intended.","Check other sources","Validate Sources","","","","",NA,NA,1,1,4,4,4,4,2,6,1,6,2,6,2,1,4,5,7,"Democrat","Liberal","United States of America","Yes",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",0,4,49.2034820457018,2.33333333333333,NA,2.85714285714286,-1.14191824257574,-0.923237611897546,-2.06515585447329,9.752,78.778,"No","No","No",2,NA,"Check other sources Validate Sources ","n",1
"934","17-10-19 09:22",58,40,-39,53,4,2,3,"Genetically engineered food can be a lot better at protecting itself from diseases that non-GE food can't but I'm not 100% sure that its safer than regular non-GE food. With GE food scientist are messing with the natural genetics of that thing instead of letting it do whatever nature wanted it to do. ","It has to be from a reputable source.","The person making the claim has to have knowledge about the claim.","","","","",NA,NA,1,2,2,3,5,4,3,5,2,5,3,6,2,2,7,2,3,"Independent","Moderate","United States of America","No",4,NA,NA,NA,"College / A levels","Consensus",-97,13,7.20348204570185,1.5,NA,2.85714285714286,0,0,0,15.716,56.99,"No","Yes","Yes",2,NA,"It has to be from a reputable source. The person making the claim has to have knowledge about the claim. ","n",1
